WARNING: unknown options '-m tpr2.8.pp'
Nr.	Sequence	Len	Score	P-value	E-value	Probab	#	Description	pos:score ...
5161	ARD93798.1	 252	   1.5	 3.4E-01	 2.0E+03 	  0.00%	 1	transcriptional regulator [Lactococcus lactis subsp. lactis]	  186: 3.4e-01
5162	ARD96295.1	 252	   1.5	 3.4E-01	 2.0E+03 	  0.00%	 1	transcriptional regulator [Lactococcus lactis subsp. lactis]	  186: 3.4e-01
5163	ARD98993.1	 252	   1.5	 3.4E-01	 2.0E+03 	  0.00%	 1	transcriptional regulator [Lactococcus lactis subsp. lactis]	  186: 3.4e-01
5164	ARE13564.1	 252	   1.5	 3.4E-01	 2.0E+03 	  0.00%	 1	transcriptional regulator [Lactococcus lactis subsp. lactis]	  186: 3.4e-01
5165	ARE06122.1	 252	   1.5	 3.4E-01	 2.0E+03 	  0.00%	 1	transcriptional regulator [Lactococcus cremoris]	  186: 3.4e-01
5166	ARE28711.1	 252	   1.5	 3.4E-01	 2.0E+03 	  0.00%	 1	transcriptional regulator [Lactococcus cremoris]	  186: 3.4e-01
5167	ARE25827.1	 252	   1.5	 3.4E-01	 2.0E+03 	  0.00%	 1	transcriptional regulator [Lactococcus cremoris]	  186: 3.4e-01
5168	ARE23507.1	 252	   1.5	 3.4E-01	 2.0E+03 	  0.00%	 1	HTH-type transcriptional regulator [Lactococcus cremoris]	  186: 3.4e-01
5169	ARE18394.1	 252	   1.5	 3.4E-01	 2.0E+03 	  0.00%	 1	HTH-type transcriptional regulator [Lactococcus cremoris]	  186: 3.4e-01
5170	ARE20880.1	 252	   1.5	 3.4E-01	 2.0E+03 	  0.00%	 1	transcriptional regulator [Lactococcus lactis subsp. lactis]	  186: 3.4e-01
5171	ARE15976.1	 252	   1.5	 3.4E-01	 2.0E+03 	  0.00%	 1	transcriptional regulator [Lactococcus lactis subsp. lactis]	  186: 3.4e-01
5172	ARE64096.1	 253	   1.6	 3.4E-01	 1.9E+03 	  0.00%	 1	transcriptional regulator, phage-type [Clostridioides difficile]	  203: 3.4e-01
5173	ARR86642.1	 252	   1.5	 3.4E-01	 2.0E+03 	  0.00%	 1	XRE family transcriptional regulator [Lactococcus lactis subsp. lactis bv. diacetylactis]	  186: 3.4e-01
5174	ASG80484.1	 279	   1.6	 3.4E-01	 1.9E+03 	  0.00%	 1	XRE family transcriptional regulator [Lactiplantibacillus pentosus]	  189: 3.4e-01
5175	ASN90799.1	 254	   1.6	 3.4E-01	 1.9E+03 	  0.00%	 1	XRE family transcriptional regulator [Clostridioides difficile]	  204: 3.4e-01
5176	ATY87796.1	 252	   1.5	 3.4E-01	 2.0E+03 	  0.00%	 1	XRE family transcriptional regulator [Lactococcus lactis subsp. lactis]	  186: 3.4e-01
5177	ATZ01350.1	 252	   1.5	 3.4E-01	 2.0E+03 	  0.00%	 1	XRE family transcriptional regulator [Lactococcus lactis subsp. lactis]	  186: 3.4e-01
5178	AUA26873.1	 254	   1.6	 3.4E-01	 1.9E+03 	  0.00%	 1	XRE family transcriptional regulator [Clostridioides difficile]	  204: 3.4e-01
5179	AUA23146.1	 253	   1.6	 3.4E-01	 1.9E+03 	  0.00%	 1	XRE family transcriptional regulator [Clostridioides difficile]	  203: 3.4e-01
5180	AUS69684.1	 252	   1.5	 3.4E-01	 2.0E+03 	  0.00%	 1	XRE family transcriptional regulator [Lactococcus lactis subsp. lactis]	  186: 3.4e-01
5181	AWN65881.1	 252	   1.5	 3.4E-01	 2.0E+03 	  0.00%	 1	XRE family transcriptional regulator [Lactococcus lactis subsp. lactis]	  186: 3.4e-01
5182	AXB66066.1	 253	   1.6	 3.4E-01	 1.9E+03 	  0.00%	 1	phage DNA-binding protein [Clostridioides difficile]	  203: 3.4e-01
5183	AXN65535.1	 252	   1.5	 3.4E-01	 2.0E+03 	  0.00%	 1	transcriptional regulator [Lactococcus cremoris]	  186: 3.4e-01
5184	AXU62228.1	 253	   1.6	 3.4E-01	 1.9E+03 	  0.00%	 1	phage DNA-binding protein [Clostridioides difficile]	  203: 3.4e-01
5185	QNT19288.1	 252	   1.5	 3.4E-01	 2.0E+03 	  0.00%	 1	helix-turn-helix transcriptional regulator [Lactococcus lactis subsp. lactis bv. diacetylactis]	  186: 3.4e-01
5186	AYV50815.1	 252	   1.5	 3.4E-01	 2.0E+03 	  0.00%	 1	XRE family transcriptional regulator [Lactococcus lactis]	  186: 3.4e-01
5187	AYV52998.1	 252	   1.5	 3.4E-01	 2.0E+03 	  0.00%	 1	XRE family transcriptional regulator [Lactococcus lactis]	  186: 3.4e-01
5188	BBC76211.1	 252	   1.5	 3.4E-01	 2.0E+03 	  0.00%	 1	HTH-type transcriptional regulator HdiR [Lactococcus cremoris]	  186: 3.4e-01
5189	QEA60625.1	 252	   1.5	 3.4E-01	 2.0E+03 	  0.00%	 1	helix-turn-helix transcriptional regulator [Lactococcus lactis]	  186: 3.4e-01
5190	QEX48613.1	 252	   1.5	 3.4E-01	 2.0E+03 	  0.00%	 1	Transcriptional regulator, Xre family [Lactococcus lactis subsp. lactis bv. diacetylactis]	  186: 3.4e-01
5191	QJD20057.1	 252	   1.5	 3.4E-01	 2.0E+03 	  0.00%	 1	helix-turn-helix transcriptional regulator [Lactococcus cremoris]	  186: 3.4e-01
5192	QNG66309.1	 253	   1.6	 3.4E-01	 1.9E+03 	  0.00%	 1	phage DNA-binding protein [Clostridioides difficile]	  203: 3.4e-01
5193	QNL91629.1	 252	   1.5	 3.4E-01	 2.0E+03 	  0.00%	 1	helix-turn-helix transcriptional regulator [Lactococcus lactis]	  186: 3.4e-01
5194	QOK49164.1	 252	   1.5	 3.4E-01	 2.0E+03 	  0.00%	 1	helix-turn-helix transcriptional regulator [Lactococcus lactis]	  186: 3.4e-01
5195	QPS95808.1	 252	   1.5	 3.4E-01	 2.0E+03 	  0.00%	 1	helix-turn-helix transcriptional regulator [Lactococcus lactis]	  186: 3.4e-01
5196	QPT48214.1	 252	   1.5	 3.4E-01	 2.0E+03 	  0.00%	 1	helix-turn-helix transcriptional regulator [Lactococcus lactis]	  186: 3.4e-01
5197	QPT51430.1	 252	   1.5	 3.4E-01	 2.0E+03 	  0.00%	 1	helix-turn-helix transcriptional regulator [Lactococcus lactis]	  186: 3.4e-01
5198	QQB11576.1	 252	   1.5	 3.4E-01	 2.0E+03 	  0.00%	 1	helix-turn-helix transcriptional regulator [Lactococcus lactis]	  186: 3.4e-01
5199	BCO02328.1	 252	   1.5	 3.4E-01	 2.0E+03 	  0.00%	 1	transcriptional regulator [Lactococcus cremoris]	  186: 3.4e-01
5200	BCO05009.1	 252	   1.5	 3.4E-01	 2.0E+03 	  0.00%	 1	transcriptional regulator [Lactococcus cremoris]	  186: 3.4e-01
5201	QRZ35003.1	 252	   1.5	 3.4E-01	 2.0E+03 	  0.00%	 1	transcriptional regulator [Lactococcus lactis subsp. lactis]	  186: 3.4e-01
5202	QRZ30029.1	 252	   1.5	 3.4E-01	 2.0E+03 	  0.00%	 1	HTH-type transcriptional regulator HdiR [Lactococcus cremoris]	  186: 3.4e-01
5203	QSE64455.1	 252	   1.5	 3.4E-01	 2.0E+03 	  0.00%	 1	helix-turn-helix transcriptional regulator [Lactococcus cremoris]	  186: 3.4e-01
5204	QTA76510.1	 252	   1.5	 3.4E-01	 2.0E+03 	  0.00%	 1	XRE family transcriptional regulator [Lactococcus cremoris]	  186: 3.4e-01
5205	QTB94415.1	 252	   1.5	 3.4E-01	 2.0E+03 	  0.00%	 1	helix-turn-helix transcriptional regulator [Lactococcus cremoris]	  186: 3.4e-01
5206	QTB96476.1	 252	   1.5	 3.4E-01	 2.0E+03 	  0.00%	 1	helix-turn-helix transcriptional regulator [Lactococcus cremoris]	  186: 3.4e-01
5207	QTP12014.1	 252	   1.5	 3.4E-01	 2.0E+03 	  0.00%	 1	transcription regulator [Lactococcus lactis subsp. lactis]	  186: 3.4e-01
5208	QTP70921.1	 252	   1.5	 3.4E-01	 2.0E+03 	  0.00%	 1	helix-turn-helix transcriptional regulator [Lactococcus lactis subsp. lactis bv. diacetylactis]	  186: 3.4e-01
5209	QWR14153.1	 253	   1.6	 3.4E-01	 1.9E+03 	  0.00%	 1	XRE family transcriptional regulator [Clostridioides difficile]	  203: 3.4e-01
5210	QWR28920.1	 254	   1.6	 3.4E-01	 1.9E+03 	  0.00%	 1	XRE family transcriptional regulator [Clostridioides difficile]	  204: 3.4e-01
5211	QWR51575.1	 253	   1.6	 3.4E-01	 1.9E+03 	  0.00%	 1	XRE family transcriptional regulator [Clostridioides difficile]	  203: 3.4e-01
5212	QWS57339.1	 253	   1.6	 3.4E-01	 1.9E+03 	  0.00%	 1	helix-turn-helix transcriptional regulator [Clostridioides difficile]	  203: 3.4e-01
5213	SBW30570.1	 252	   1.5	 3.4E-01	 2.0E+03 	  0.00%	 1	Transcriptional regulator [Lactococcus lactis subsp. lactis]	  186: 3.4e-01
5214	APU71303.1	 273	   1.5	 3.5E-01	 2.0E+03 	  0.00%	 1	hypothetical protein BI355_0984 [Companilactobacillus crustorum]	  159: 3.5e-01
5215	ATU69691.1	 266	   1.5	 3.5E-01	 2.0E+03 	  0.00%	 1	XRE family transcriptional regulator [Lactobacillus brevis]	  227: 3.5e-01
5216	AXU54993.1	 286	   1.5	 3.5E-01	 2.0E+03 	  0.00%	 1	phage repressor [Clostridioides difficile]	    8: 3.5e-01
5217	BBD26255.1	 379	   1.5	 3.5E-01	 2.0E+03 	  0.00%	 1	transcriptional regulator [Enterococcus faecalis]	   78: 3.5e-01
5218	BBD29296.1	 379	   1.5	 3.5E-01	 2.0E+03 	  0.00%	 1	transcriptional regulator [Enterococcus faecalis]	   78: 3.5e-01
5219	QKL33182.1	 285	   1.5	 3.5E-01	 2.0E+03 	  0.00%	 1	helix-turn-helix domain-containing protein [Streptococcus mitis]	   16: 3.5e-01
5220	ADL35473.1	 346	   1.5	 3.6E-01	 2.1E+03 	  0.00%	 1	HTH domain-containing protein [Butyrivibrio proteoclasticus B316]	    4: 3.6e-01
5221	AOY54872.1	 353	   1.5	 3.6E-01	 2.1E+03 	  0.00%	 1	hypothetical protein FORC25_2460 [Clostridium perfringens]	    7: 3.6e-01
5222	QRZ11470.1	 372	   1.5	 3.6E-01	 2.0E+03 	  0.00%	 1	XRE family transcriptional regulator [Lactococcus taiwanensis]	  278: 3.6e-01
5223	CBL91603.1	 275	   1.4	 3.7E-01	 2.1E+03 	  0.00%	 1	Transcription regulator [Leuconostoc gelidum subsp. gasicomitatum LMG 18811]	  229: 3.7e-01
5224	CUR63586.1	 275	   1.4	 3.7E-01	 2.1E+03 	  0.00%	 1	Rgg family transcriptional activator [Leuconostoc gelidum subsp. gasicomitatum KG16-1]	  229: 3.7e-01
5225	QDR79343.1	 273	   1.4	 3.7E-01	 2.1E+03 	  0.00%	 1	Trans-aconitate 2-methyltransferase [Sporomusa termitida]	  115: 3.7e-01
5226	AVN86103.1	 284	   1.4	 3.8E-01	 2.2E+03 	  0.00%	 1	Positive transcriptional regulator, MutR family [Streptococcus pneumoniae]	  231: 3.8e-01
5227	QBK27297.1	 284	   1.4	 3.8E-01	 2.2E+03 	  0.00%	 1	Rgg/GadR/MutR family transcriptional regulator [Streptococcus pneumoniae]	  231: 3.8e-01
5228	QEL28316.1	 284	   1.4	 3.8E-01	 2.2E+03 	  0.00%	 1	Rgg/GadR/MutR family transcriptional regulator [Streptococcus pneumoniae]	  231: 3.8e-01
5229	QGK03812.1	 284	   1.4	 3.8E-01	 2.2E+03 	  0.00%	 1	Rgg/GadR/MutR family transcriptional regulator [Streptococcus pneumoniae]	  231: 3.8e-01
5230	QMI52072.1	 264	   1.4	 3.8E-01	 2.2E+03 	  0.00%	 1	helix-turn-helix domain-containing protein (plasmid) [Streptococcus salivarius]	  213: 3.8e-01
5231	QPN86995.1	 284	   1.4	 3.8E-01	 2.2E+03 	  0.00%	 1	Rgg/GadR/MutR family transcriptional regulator [Streptococcus pneumoniae]	  231: 3.8e-01
5232	QPN84994.1	 284	   1.4	 3.8E-01	 2.2E+03 	  0.00%	 1	Rgg/GadR/MutR family transcriptional regulator [Streptococcus pneumoniae]	  231: 3.8e-01
5233	QPN82943.1	 284	   1.4	 3.8E-01	 2.2E+03 	  0.00%	 1	Rgg/GadR/MutR family transcriptional regulator [Streptococcus pneumoniae]	  231: 3.8e-01
5234	QPN80305.1	 284	   1.4	 3.8E-01	 2.2E+03 	  0.00%	 1	Rgg/GadR/MutR family transcriptional regulator [Streptococcus pneumoniae]	  231: 3.8e-01
5235	QPN78917.1	 284	   1.4	 3.8E-01	 2.2E+03 	  0.00%	 1	Rgg/GadR/MutR family transcriptional regulator [Streptococcus pneumoniae]	  231: 3.8e-01
5236	QPN76950.1	 284	   1.4	 3.8E-01	 2.2E+03 	  0.00%	 1	Rgg/GadR/MutR family transcriptional regulator [Streptococcus pneumoniae]	  231: 3.8e-01
5237	QPN74957.1	 284	   1.4	 3.8E-01	 2.2E+03 	  0.00%	 1	Rgg/GadR/MutR family transcriptional regulator [Streptococcus pneumoniae]	  231: 3.8e-01
5238	QPN73001.1	 284	   1.4	 3.8E-01	 2.2E+03 	  0.00%	 1	Rgg/GadR/MutR family transcriptional regulator [Streptococcus pneumoniae]	  231: 3.8e-01
5239	AFJ26819.1	 286	   1.4	 3.9E-01	 2.2E+03 	  0.00%	 1	MutR family transcriptional regulator [Streptococcus parasanguinis FW213]	  225: 3.9e-01
5240	ARC21711.1	 264	   1.3	 3.9E-01	 2.3E+03 	  0.00%	 1	helix-turn-helix domain-containing protein (plasmid) [Streptococcus sp. FDAARGOS_192]	   92: 3.9e-01
5241	BBD48761.1	 372	   1.3	 3.9E-01	 2.3E+03 	  0.00%	 1	XRE family transcriptional regulator [Lactobacillus paragasseri]	  108: 3.9e-01
5242	BCA86953.1	 418	   1.4	 3.9E-01	 2.2E+03 	  0.00%	 1	replication initiation protein [Enterococcus saigonensis]	  373: 3.9e-01
5243	QRD98824.1	 418	   1.4	 3.9E-01	 2.2E+03 	  0.00%	 1	helix-turn-helix domain-containing protein [Listeria monocytogenes]	  373: 3.9e-01
5244	CAD0119806.1	 284	   1.4	 3.9E-01	 2.2E+03 	  0.00%	 1	Positive transcriptional regulator, MutR family [Streptococcus thermophilus]	  231: 3.9e-01
5245	CAD0126858.1	 284	   1.4	 3.9E-01	 2.2E+03 	  0.00%	 1	Positive transcriptional regulator, MutR family [Streptococcus thermophilus]	  231: 3.9e-01
5246	CAD0127335.1	 284	   1.4	 3.9E-01	 2.2E+03 	  0.00%	 1	Positive transcriptional regulator, MutR family [Streptococcus thermophilus]	  231: 3.9e-01
5247	CAD0134545.1	 284	   1.4	 3.9E-01	 2.2E+03 	  0.00%	 1	Positive transcriptional regulator, MutR family [Streptococcus thermophilus]	  231: 3.9e-01
5248	CAD0137700.1	 284	   1.4	 3.9E-01	 2.2E+03 	  0.00%	 1	Positive transcriptional regulator, MutR family [Streptococcus thermophilus]	  231: 3.9e-01
5249	CAD0158946.1	 284	   1.4	 3.9E-01	 2.2E+03 	  0.00%	 1	Transcriptional regulator [Streptococcus thermophilus]	  231: 3.9e-01
5250	CAD0162970.1	 284	   1.4	 3.9E-01	 2.2E+03 	  0.00%	 1	Positive transcriptional regulator, MutR family [Streptococcus thermophilus]	  231: 3.9e-01
5251	CAD0173865.1	 284	   1.4	 3.9E-01	 2.2E+03 	  0.00%	 1	Positive transcriptional regulator, MutR family [Streptococcus thermophilus]	  231: 3.9e-01
5252	CAD0177160.1	 284	   1.4	 3.9E-01	 2.2E+03 	  0.00%	 1	Positive transcriptional regulator, MutR family [Streptococcus thermophilus]	  231: 3.9e-01
5253	CAD0182155.1	 284	   1.4	 3.9E-01	 2.2E+03 	  0.00%	 1	Positive transcriptional regulator, MutR family [Streptococcus thermophilus]	  231: 3.9e-01
5254	CAD0192961.1	 284	   1.4	 3.9E-01	 2.2E+03 	  0.00%	 1	Positive transcriptional regulator, MutR family [Streptococcus thermophilus]	  231: 3.9e-01
5255	AZA24534.1	 271	   1.3	 4.0E-01	 2.3E+03 	  0.00%	 1	XRE family transcriptional regulator [Lactobacillus delbrueckii subsp. lactis]	  190: 4.0e-01
5256	QQP28817.1	 325	   1.3	 4.0E-01	 2.3E+03 	  0.00%	 1	helix-turn-helix transcriptional regulator [Lactobacillus ultunensis]	  160: 4.0e-01
5257	QQT02901.1	 251	   1.3	 4.0E-01	 2.3E+03 	  0.00%	 1	helix-turn-helix domain-containing protein [Streptococcus dysgalactiae]	   96: 4.0e-01
5258	SQG37776.1	 492	   1.3	 4.0E-01	 2.3E+03 	  0.00%	 1	nucleotide sugar dehydrogenase [Clostridium perfringens]	  133: 4.0e-01
5259	AAO82075.1	 309	   1.3	 4.1E-01	 2.4E+03 	  0.00%	 1	transcriptional regulator, Cro/CI family [Enterococcus faecalis V583]	   59: 4.1e-01
5260	AAV43662.1	 272	   1.3	 4.1E-01	 2.3E+03 	  0.00%	 1	hypothetical protein LBA1862 [Lactobacillus acidophilus NCFM]	   50: 4.1e-01
5261	EDK33959.1	 261	   1.3	 4.1E-01	 2.3E+03 	  0.00%	 1	Phage-related protein [Clostridium kluyveri DSM 555]	  217: 4.1e-01
5262	ADK16708.1	 314	   1.3	 4.1E-01	 2.3E+03 	  0.00%	 1	predicted transcriptional regulator [Clostridium ljungdahlii DSM 13528]	  190: 4.1e-01
5263	AEU39995.1	 277	   1.3	 4.1E-01	 2.3E+03 	  0.00%	 1	transcriptional regulator, Rgg family [Lactococcus lactis subsp. cremoris A76]	   75: 4.1e-01
5264	CCC20456.1	 290	   1.3	 4.1E-01	 2.3E+03 	  0.00%	 1	putative transcriptional regulator [Streptococcus thermophilus JIM 8232]	  165: 4.1e-01
5265	AFW92090.1	 277	   1.3	 4.1E-01	 2.3E+03 	  0.00%	 1	Transcriptional regulator, Rgg/GadR/MutR family [Lactococcus lactis subsp. cremoris UC509.9]	   75: 4.1e-01
5266	AGK95001.1	 272	   1.3	 4.1E-01	 2.3E+03 	  0.00%	 1	transcriptional regulator helix-turn-helix domain protein [Lactobacillus acidophilus La-14]	   50: 4.1e-01
5267	CCW41702.1	 251	   1.3	 4.1E-01	 2.3E+03 	  0.00%	 1	Phage transcriptional repressor [Streptococcus agalactiae ILRI112]	   98: 4.1e-01
5268	ANU75815.1	 375	   1.3	 4.1E-01	 2.3E+03 	  0.00%	 1	transcriptional regulator [Blautia sp. YL58]	  158: 4.1e-01
5269	APH24360.1	 276	   1.3	 4.1E-01	 2.4E+03 	  0.00%	 1	helix-turn-helix family protein [Clostridium botulinum]	  185: 4.1e-01
5270	AQL54202.1	 309	   1.3	 4.1E-01	 2.4E+03 	  0.00%	 1	transcriptional regulator [Enterococcus faecalis]	   59: 4.1e-01
5271	ASX15709.1	 272	   1.3	 4.1E-01	 2.3E+03 	  0.00%	 1	transcriptional regulator [Lactobacillus acidophilus]	   50: 4.1e-01
5272	AVW87558.1	 272	   1.3	 4.1E-01	 2.3E+03 	  0.00%	 1	transcriptional regulator [Lactobacillus acidophilus]	   50: 4.1e-01
5273	AXG89028.1	 309	   1.3	 4.1E-01	 2.4E+03 	  0.00%	 1	XRE family transcriptional regulator [Enterococcus faecalis]	   59: 4.1e-01
5274	QGX00882.1	 287	   1.3	 4.1E-01	 2.3E+03 	  0.00%	 1	helix-turn-helix domain-containing protein [Streptococcus sp. CNU G3]	  200: 4.1e-01
5275	QIM45627.1	 287	   1.3	 4.1E-01	 2.3E+03 	  0.00%	 1	helix-turn-helix domain-containing protein [Streptococcus sp. CNU G2]	  200: 4.1e-01
5276	QJD20337.1	 277	   1.3	 4.1E-01	 2.3E+03 	  0.00%	 1	helix-turn-helix domain-containing protein [Lactococcus cremoris]	   75: 4.1e-01
5277	QJU14012.1	 375	   1.3	 4.1E-01	 2.3E+03 	  0.00%	 1	helix-turn-helix transcriptional regulator [Blautia producta]	  158: 4.1e-01
5278	QKQ21503.1	 272	   1.3	 4.1E-01	 2.3E+03 	  0.00%	 1	helix-turn-helix transcriptional regulator [Lactobacillus acidophilus]	   50: 4.1e-01
5279	BCJ95823.1	 322	   1.3	 4.1E-01	 2.4E+03 	  0.00%	 1	hypothetical protein acsn021_33920 [Anaerocolumna cellulosilytica]	  134: 4.1e-01
5280	QSE64031.1	 277	   1.3	 4.1E-01	 2.3E+03 	  0.00%	 1	helix-turn-helix domain-containing protein [Lactococcus cremoris]	   75: 4.1e-01
5281	QTB94715.1	 277	   1.3	 4.1E-01	 2.3E+03 	  0.00%	 1	helix-turn-helix domain-containing protein [Lactococcus cremoris]	   75: 4.1e-01
5282	QTB96152.1	 277	   1.3	 4.1E-01	 2.3E+03 	  0.00%	 1	helix-turn-helix domain-containing protein [Lactococcus cremoris]	   75: 4.1e-01
5283	SSC64146.1	 290	   1.3	 4.1E-01	 2.3E+03 	  0.00%	 1	Putative transcriptional regulator [Streptococcus thermophilus]	  165: 4.1e-01
5284	CAD0176628.1	 290	   1.3	 4.1E-01	 2.3E+03 	  0.00%	 1	MutR family transcriptional regulator [Streptococcus thermophilus]	  165: 4.1e-01
5285	SNU90448.1	 286	   1.3	 4.2E-01	 2.4E+03 	  0.00%	 1	Rgg protein, putative [Streptococcus merionis]	  227: 4.2e-01
5286	AAS42557.1	 262	   1.2	 4.3E-01	 2.5E+03 	  0.00%	 1	helix-turn-helix domain protein [Bacillus cereus ATCC 10987]	  153: 4.3e-01
5287	ARJ79358.1	 418	   1.2	 4.3E-01	 2.4E+03 	  0.00%	 1	replication initiation protein [Listeria monocytogenes]	  373: 4.3e-01
5288	AZU54501.1	 418	   1.2	 4.3E-01	 2.4E+03 	  0.00%	 1	Replication initiation factor [Listeria monocytogenes]	  373: 4.3e-01
5289	QGK54713.1	 418	   1.2	 4.3E-01	 2.4E+03 	  0.00%	 1	helix-turn-helix domain-containing protein [Listeria monocytogenes]	  373: 4.3e-01
5290	ACL77606.1	 281	   1.2	 4.4E-01	 2.5E+03 	  0.00%	 1	transcriptional regulator, XRE family [Ruminiclostridium cellulolyticum H10]	  157: 4.4e-01
5291	ADL06853.1	 257	   1.2	 4.4E-01	 2.5E+03 	  0.00%	 1	helix-turn-helix domain protein [Thermosediminibacter oceani DSM 16646]	   93: 4.4e-01
5292	QCV53214.1	 251	   1.2	 4.4E-01	 2.5E+03 	  0.00%	 1	XRE family transcriptional regulator [Enterococcus faecium]	  161: 4.4e-01
5293	QCV50292.1	 251	   1.2	 4.4E-01	 2.5E+03 	  0.00%	 1	XRE family transcriptional regulator [Enterococcus faecium]	  161: 4.4e-01
5294	QCV44296.1	 251	   1.2	 4.4E-01	 2.5E+03 	  0.00%	 1	XRE family transcriptional regulator [Enterococcus faecium]	  161: 4.4e-01
5295	QDA53122.1	 251	   1.2	 4.4E-01	 2.5E+03 	  0.00%	 1	helix-turn-helix transcriptional regulator [Enterococcus faecium]	  161: 4.4e-01
5296	QGN30553.1	 251	   1.2	 4.4E-01	 2.5E+03 	  0.00%	 1	helix-turn-helix domain-containing protein [Enterococcus casseliflavus]	  161: 4.4e-01
5297	VCV22956.1	 334	   1.2	 4.4E-01	 2.5E+03 	  0.00%	 1	HTH-type transcriptional regulator ImmR [Roseburia intestinalis L1-82]	  263: 4.4e-01
5298	ACX62467.1	 272	   1.2	 4.5E-01	 2.6E+03 	  0.00%	 1	transcriptional regulator, XRE family [Paenibacillus sp. Y412MC10]	  114: 4.5e-01
5299	AZV58384.1	 259	   1.1	 4.5E-01	 2.6E+03 	  0.00%	 1	helix-turn-helix domain-containing protein [Clostridium sp. AWRP]	   41: 4.5e-01
5300	QCY62616.1	 262	   1.2	 4.5E-01	 2.6E+03 	  0.00%	 1	helix-turn-helix transcriptional regulator [Bacillus thuringiensis]	    5: 4.5e-01
5301	SQG45598.1	 286	   1.2	 4.5E-01	 2.6E+03 	  0.00%	 1	putative transcriptional regulator MutR [Streptococcus uberis]	   91: 4.5e-01
5302	ADZ06584.1	 269	   1.1	 4.6E-01	 2.6E+03 	  0.00%	 1	transcriptional regulator [Lactobacillus amylovorus]	  185: 4.6e-01
5303	AFM80630.1	 263	   1.1	 4.6E-01	 2.6E+03 	  0.00%	 1	transcriptional regulator MutR [Streptococcus mutans GS-5]	   51: 4.6e-01
5304	QIH77394.1	 255	   1.1	 4.6E-01	 2.7E+03 	  0.00%	 1	helix-turn-helix domain-containing protein [Macrococcus canis]	   52: 4.6e-01
5305	AER20775.1	 301	   1.1	 4.7E-01	 2.7E+03 	  0.00%	 1	transcriptional regulator [Streptococcus suis ST1]	  197: 4.7e-01
5306	ARI57613.1	 281	   1.1	 4.7E-01	 2.7E+03 	  0.00%	 1	hypothetical protein NX99_03750 [Streptococcus salivarius]	  151: 4.7e-01
5307	QSE76041.1	 250	   1.1	 4.7E-01	 2.7E+03 	  0.00%	 1	helix-turn-helix transcriptional regulator [Lactococcus taiwanensis]	  105: 4.7e-01
5308	ACO20085.1	 250	   1.0	 4.8E-01	 2.8E+03 	  0.00%	 1	cI repressor [Streptococcus pneumoniae JJA]	   28: 4.8e-01
5309	CAI54537.1	 251	   1.1	 4.8E-01	 2.7E+03 	  0.00%	 1	Putative DNA-binding protein, XRE family [Lactobacillus sakei subsp. sakei 23K]	  198: 4.8e-01
5310	BAN73508.1	 257	   1.1	 4.8E-01	 2.7E+03 	  0.00%	 1	hypothetical phage protein [Lactobacillus casei DSM 20011 = JCM 1134 = ATCC 393]	   52: 4.8e-01
5311	QPT51401.1	 258	   1.1	 4.8E-01	 2.7E+03 	  0.00%	 1	helix-turn-helix transcriptional regulator [Lactococcus lactis]	   56: 4.8e-01
5312	QQC23190.1	 283	   1.1	 4.8E-01	 2.7E+03 	  0.00%	 1	Rgg/GadR/MutR family transcriptional regulator [Streptococcus constellatus]	   77: 4.8e-01
5313	QRP82353.1	 283	   1.1	 4.8E-01	 2.7E+03 	  0.00%	 1	Rgg/GadR/MutR family transcriptional regulator [Streptococcus constellatus]	   77: 4.8e-01
5314	SON66398.1	 251	   1.1	 4.8E-01	 2.7E+03 	  0.00%	 1	Transcriptional regulator, XRE family [Latilactobacillus sakei]	  198: 4.8e-01
5315	SON70528.1	 251	   1.1	 4.8E-01	 2.7E+03 	  0.00%	 1	Transcriptional regulator, XRE family [Latilactobacillus sakei]	  198: 4.8e-01
5316	SON67538.1	 251	   1.1	 4.8E-01	 2.7E+03 	  0.00%	 1	Transcriptional regulator, XRE family [Latilactobacillus sakei]	  198: 4.8e-01
5317	SQG93229.1	 295	   1.1	 4.8E-01	 2.7E+03 	  0.00%	 1	HTH-type transcriptional regulator rgg [Streptococcus dysgalactiae subsp. equisimilis]	  227: 4.8e-01
5318	ARE01269.1	 252	   1.0	 4.9E-01	 2.8E+03 	  0.00%	 1	transcriptional regulator [Lactococcus lactis subsp. lactis]	  186: 4.9e-01
5319	ARE11029.1	 252	   1.0	 4.9E-01	 2.8E+03 	  0.00%	 1	transcriptional regulator [Lactococcus lactis subsp. lactis]	  186: 4.9e-01
5320	ARE03653.1	 252	   1.0	 4.9E-01	 2.8E+03 	  0.00%	 1	transcriptional regulator [Lactococcus lactis subsp. lactis]	  186: 4.9e-01
5321	AZO96033.1	 384	   1.0	 4.9E-01	 2.8E+03 	  0.00%	 1	HD domain-containing protein [Halocella sp. SP3-1]	  305: 4.9e-01
5322	QSD60308.1	 252	   1.0	 4.9E-01	 2.8E+03 	  0.00%	 1	transcriptional regulator [Lactococcus lactis subsp. lactis]	  186: 4.9e-01
5323	ARD07072.1	 285	   1.0	 5.0E-01	 2.9E+03 	  0.00%	 1	transcriptional regulator [Lactobacillus amylolyticus]	  234: 5.0e-01
5324	BBH73609.1	 294	   1.0	 5.0E-01	 2.9E+03 	  0.00%	 1	transcriptional regulator [Staphylococcus pseudintermedius]	  193: 5.0e-01
