WARNING: unknown options '-m tpr2.8.pp'
Nr.	Sequence	Len	Score	P-value	E-value	Probab	#	Description	pos:score ...
2341	QHC11302.1	 378	  50.6	 5.7E-16	 2.0E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus velezensis]	  148: 3.4e-04  182: 6.5e-04  222: 8.1e-12  261: 4.6e-04
2342	QHJ02924.1	 378	  50.6	 5.7E-16	 2.0E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus sp. AM1(2019)]	  148: 3.4e-04  182: 6.5e-04  222: 8.1e-12  261: 4.6e-04
2343	QHQ58440.1	 378	  50.6	 5.7E-16	 2.0E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus velezensis]	  148: 3.4e-04  182: 6.5e-04  222: 8.1e-12  261: 4.6e-04
2344	QID49726.1	 378	  50.6	 5.7E-16	 2.0E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus sp. LUNF1]	  148: 3.4e-04  182: 6.5e-04  222: 8.1e-12  261: 4.6e-04
2345	QIR72083.1	 378	  50.6	 5.7E-16	 2.0E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus velezensis]	  148: 3.4e-04  182: 6.5e-04  222: 8.1e-12  261: 4.6e-04
2346	QIW83423.1	 378	  50.6	 5.7E-16	 2.0E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus velezensis]	  148: 3.4e-04  182: 6.5e-04  222: 8.1e-12  261: 4.6e-04
2347	QJC41620.1	 378	  50.6	 5.7E-16	 2.0E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus sp. HNA3]	  148: 3.4e-04  182: 6.5e-04  222: 8.1e-12  261: 4.6e-04
2348	QJW62452.1	 378	  50.6	 5.7E-16	 2.0E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus amyloliquefaciens]	  148: 3.4e-04  182: 6.5e-04  222: 8.1e-12  261: 4.6e-04
2349	QJW66268.1	 378	  50.6	 5.7E-16	 2.0E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus velezensis]	  148: 3.4e-04  182: 6.5e-04  222: 8.1e-12  261: 4.6e-04
2350	QKF33084.1	 378	  50.6	 5.7E-16	 2.0E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus velezensis]	  148: 3.4e-04  182: 6.5e-04  222: 8.1e-12  261: 4.6e-04
2351	QKP74831.1	 378	  50.6	 5.7E-16	 2.0E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus amyloliquefaciens]	  148: 3.4e-04  182: 6.5e-04  222: 8.1e-12  261: 4.6e-04
2352	QKS99757.1	 378	  50.6	 5.7E-16	 2.0E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus velezensis]	  148: 3.4e-04  182: 6.5e-04  222: 8.1e-12  261: 4.6e-04
2353	QKX15333.1	 378	  50.6	 5.7E-16	 2.0E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus velezensis]	  148: 3.4e-04  182: 6.5e-04  222: 8.1e-12  261: 4.6e-04
2354	QLG06898.1	 378	  50.6	 5.7E-16	 2.0E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus velezensis]	  148: 3.4e-04  182: 6.5e-04  222: 8.1e-12  261: 4.6e-04
2355	QLQ43540.1	 378	  50.6	 5.7E-16	 2.0E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus velezensis]	  148: 3.4e-04  182: 6.5e-04  222: 8.1e-12  261: 4.6e-04
2356	QLQ88321.1	 378	  50.6	 5.7E-16	 2.0E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus velezensis]	  148: 3.4e-04  182: 6.5e-04  222: 8.1e-12  261: 4.6e-04
2357	QMI87701.1	 378	  50.6	 5.7E-16	 2.0E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus velezensis]	  148: 3.4e-04  182: 6.5e-04  222: 8.1e-12  261: 4.6e-04
2358	QMT22182.1	 378	  50.6	 5.7E-16	 2.0E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus velezensis]	  148: 3.4e-04  182: 6.5e-04  222: 8.1e-12  261: 4.6e-04
2359	QMT25981.1	 378	  50.6	 5.7E-16	 2.0E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus velezensis]	  148: 3.4e-04  182: 6.5e-04  222: 8.1e-12  261: 4.6e-04
2360	QNE08417.1	 378	  50.6	 5.7E-16	 2.0E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus velezensis]	  148: 3.4e-04  182: 6.5e-04  222: 8.1e-12  261: 4.6e-04
2361	QNQ51348.1	 378	  50.6	 5.7E-16	 2.0E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus velezensis]	  148: 3.4e-04  182: 6.5e-04  222: 8.1e-12  261: 4.6e-04
2362	QNR73519.1	 378	  50.6	 5.7E-16	 2.0E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus velezensis]	  148: 3.4e-04  182: 6.5e-04  222: 8.1e-12  261: 4.6e-04
2363	QOC80892.1	 378	  50.6	 5.7E-16	 2.0E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus velezensis]	  148: 3.4e-04  182: 6.5e-04  222: 8.1e-12  261: 4.6e-04
2364	QOE01635.1	 378	  50.6	 5.7E-16	 2.0E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus amyloliquefaciens]	  148: 3.4e-04  182: 6.5e-04  222: 8.1e-12  261: 4.6e-04
2365	QOE05333.1	 378	  50.6	 5.7E-16	 2.0E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus amyloliquefaciens]	  148: 3.4e-04  182: 6.5e-04  222: 8.1e-12  261: 4.6e-04
2366	QOR86603.1	 378	  50.6	 5.7E-16	 2.0E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus velezensis]	  148: 3.4e-04  182: 6.5e-04  222: 8.1e-12  261: 4.6e-04
2367	QOX76700.1	 378	  50.6	 5.7E-16	 2.0E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus velezensis]	  148: 3.4e-04  182: 6.5e-04  222: 8.1e-12  261: 4.6e-04
2368	QPK90227.1	 378	  50.6	 5.7E-16	 2.0E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus velezensis]	  148: 3.4e-04  182: 6.5e-04  222: 8.1e-12  261: 4.6e-04
2369	QPQ40709.1	 378	  50.6	 5.7E-16	 2.0E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus amyloliquefaciens]	  148: 3.4e-04  182: 6.5e-04  222: 8.1e-12  261: 4.6e-04
2370	QPV75022.1	 378	  50.6	 5.7E-16	 2.0E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus velezensis]	  148: 3.4e-04  182: 6.5e-04  222: 8.1e-12  261: 4.6e-04
2371	QPV78804.1	 378	  50.6	 5.7E-16	 2.0E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus velezensis]	  148: 3.4e-04  182: 6.5e-04  222: 8.1e-12  261: 4.6e-04
2372	QQY06578.1	 378	  50.6	 5.7E-16	 2.0E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus velezensis]	  148: 3.4e-04  182: 6.5e-04  222: 8.1e-12  261: 4.6e-04
2373	QRD36200.1	 378	  50.6	 5.7E-16	 2.0E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus velezensis]	  148: 3.4e-04  182: 6.5e-04  222: 8.1e-12  261: 4.6e-04
2374	QRL08509.1	 378	  50.6	 5.7E-16	 2.0E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus velezensis]	  148: 3.4e-04  182: 6.5e-04  222: 8.1e-12  261: 4.6e-04
2375	QRO11496.1	 378	  50.6	 5.7E-16	 2.0E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus velezensis]	  148: 3.4e-04  182: 6.5e-04  222: 8.1e-12  261: 4.6e-04
2376	QRV10682.1	 378	  50.6	 5.7E-16	 2.0E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus velezensis]	  148: 3.4e-04  182: 6.5e-04  222: 8.1e-12  261: 4.6e-04
2377	QSZ44233.1	 378	  50.6	 5.7E-16	 2.0E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus amyloliquefaciens]	  148: 3.4e-04  182: 6.5e-04  222: 8.1e-12  261: 4.6e-04
2378	QTG86373.1	 378	  50.6	 5.7E-16	 2.0E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus amyloliquefaciens]	  148: 3.4e-04  182: 6.5e-04  222: 8.1e-12  261: 4.6e-04
2379	QTN96866.1	 378	  50.6	 5.7E-16	 2.0E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus sp. LJBV19]	  148: 3.4e-04  182: 6.5e-04  222: 8.1e-12  261: 4.6e-04
2380	QTU94075.1	 378	  50.6	 5.7E-16	 2.0E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus velezensis]	  148: 3.4e-04  182: 6.5e-04  222: 8.1e-12  261: 4.6e-04
2381	QUI66188.1	 378	  50.6	 5.7E-16	 2.0E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus velezensis]	  148: 3.4e-04  182: 6.5e-04  222: 8.1e-12  261: 4.6e-04
2382	QUN24882.1	 378	  50.6	 5.7E-16	 2.0E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus velezensis]	  148: 3.4e-04  182: 6.5e-04  222: 8.1e-12  261: 4.6e-04
2383	QVL92406.1	 378	  50.6	 5.7E-16	 2.0E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus velezensis]	  148: 3.4e-04  182: 6.5e-04  222: 8.1e-12  261: 4.6e-04
2384	QVV95019.1	 378	  50.6	 5.7E-16	 2.0E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus amyloliquefaciens]	  148: 3.4e-04  182: 6.5e-04  222: 8.1e-12  261: 4.6e-04
2385	QWC47926.1	 378	  50.6	 5.7E-16	 2.0E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus velezensis]	  148: 3.4e-04  182: 6.5e-04  222: 8.1e-12  261: 4.6e-04
2386	QWF30462.1	 378	  50.6	 5.7E-16	 2.0E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus velezensis]	  148: 3.4e-04  182: 6.5e-04  222: 8.1e-12  261: 4.6e-04
2387	QWK26507.1	 378	  50.6	 5.7E-16	 2.0E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus velezensis]	  148: 3.4e-04  182: 6.5e-04  222: 8.1e-12  261: 4.6e-04
2388	QWK58141.1	 378	  50.6	 5.7E-16	 2.0E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus velezensis]	  148: 3.4e-04  182: 6.5e-04  222: 8.1e-12  261: 4.6e-04
2389	QWQ29583.1	 378	  50.6	 5.7E-16	 2.0E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus sp. JNUCC-22]	  148: 3.4e-04  182: 6.5e-04  222: 8.1e-12  261: 4.6e-04
2390	QUW21597.1	 431	  50.6	 6.0E-16	 2.1E-12 	100.00%	 4	tetratricopeptide repeat protein [Sporosarcina sp. Marseille-Q4063]	  152: 4.0e-03  193: 1.6e-05  233: 4.5e-08  273: 1.6e-07
2391	AME05646.1	 375	  50.5	 6.1E-16	 2.1E-12 	100.00%	 4	aspartate phosphatase [Bacillus sp. SDLI1]	  146: 3.4e-04  180: 6.5e-04  220: 8.9e-12  259: 4.6e-04
2392	BAR76035.1	 376	  50.5	 6.1E-16	 2.2E-12 	100.00%	 4	response regulator aspartate phosphatase F [Bacillus anthracis]	  143: 1.2e-05  184: 2.1e-08  224: 6.7e-05  258: 5.1e-05
2393	AEB24354.1	 376	  50.5	 6.2E-16	 2.2E-12 	100.00%	 4	response regulator aspartate phosphatase [Bacillus amyloliquefaciens TA208]	  146: 3.4e-04  180: 6.5e-04  220: 8.9e-12  259: 4.6e-04
2394	CBI42453.1	 376	  50.5	 6.2E-16	 2.2E-12 	100.00%	 4	response regulator aspartate phosphatase [Bacillus amyloliquefaciens DSM 7]	  146: 3.4e-04  180: 6.5e-04  220: 8.9e-12  259: 4.6e-04
2395	AEB62878.1	 376	  50.5	 6.2E-16	 2.2E-12 	100.00%	 4	response regulator aspartate phosphatase [Bacillus amyloliquefaciens LL3]	  146: 3.4e-04  180: 6.5e-04  220: 8.9e-12  259: 4.6e-04
2396	AEK89369.1	 376	  50.5	 6.2E-16	 2.2E-12 	100.00%	 4	response regulator aspartate phosphatase [Bacillus amyloliquefaciens XH7]	  146: 3.4e-04  180: 6.5e-04  220: 8.9e-12  259: 4.6e-04
2397	AIW33279.1	 376	  50.5	 6.2E-16	 2.2E-12 	100.00%	 4	aspartate phosphatase [Bacillus subtilis]	  146: 3.4e-04  180: 6.5e-04  220: 8.9e-12  259: 4.6e-04
2398	ARW38526.1	 376	  50.5	 6.2E-16	 2.2E-12 	100.00%	 4	Response regulator aspartate phosphatase [Bacillus amyloliquefaciens]	  146: 3.4e-04  180: 6.5e-04  220: 8.9e-12  259: 4.6e-04
2399	ASF28464.1	 376	  50.5	 6.2E-16	 2.2E-12 	100.00%	 4	aspartate phosphatase [Bacillus amyloliquefaciens]	  146: 3.4e-04  180: 6.5e-04  220: 8.9e-12  259: 4.6e-04
2400	QBG55671.1	 376	  50.5	 6.2E-16	 2.2E-12 	100.00%	 4	aspartate phosphatase [Bacillus amyloliquefaciens]	  146: 3.4e-04  180: 6.5e-04  220: 8.9e-12  259: 4.6e-04
2401	AZV88778.1	 376	  50.5	 6.2E-16	 2.2E-12 	100.00%	 4	aspartate phosphatase [Bacillus amyloliquefaciens]	  146: 3.4e-04  180: 6.5e-04  220: 8.9e-12  259: 4.6e-04
2402	QQD83281.1	 377	  50.5	 6.3E-16	 2.2E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus siamensis]	  148: 3.4e-04  182: 6.5e-04  222: 8.9e-12  261: 4.6e-04
2403	QKN91732.1	 378	  50.5	 6.4E-16	 2.2E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus amyloliquefaciens]	  148: 3.4e-04  182: 6.5e-04  222: 8.9e-12  261: 4.6e-04
2404	QOQ56192.1	 378	  50.5	 6.4E-16	 2.2E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus amyloliquefaciens]	  148: 3.4e-04  182: 6.5e-04  222: 8.9e-12  261: 4.6e-04
2405	ARC70977.1	 391	  50.3	 7.0E-16	 2.5E-12 	100.00%	 6	response regulator aspartate phosphatase I [Bacillus licheniformis]	   62: 1.8e-03  103: 1.6e-03  143: 2.2e-04  184: 2.2e-03  224: 2.1e-08  263: 6.8e-05
2406	AYF05151.1	 364	  50.4	 7.0E-16	 2.4E-12 	100.00%	 5	tetratricopeptide repeat protein [Bacillus mobilis]	   91: 1.9e-04  131: 2.8e-06  172: 2.6e-05  212: 3.2e-05  253: 1.3e-04
2407	QAV99086.1	 391	  50.3	 7.0E-16	 2.5E-12 	100.00%	 6	tetratricopeptide repeat protein [Bacillus subtilis]	   62: 1.8e-03  103: 1.6e-03  143: 2.2e-04  184: 2.2e-03  224: 2.1e-08  263: 6.8e-05
2408	ACK98684.1	 364	  50.3	 7.2E-16	 2.5E-12 	100.00%	 5	response regulator aspartate phosphatase (plasmid) [Bacillus cereus G9842]	   91: 1.1e-03  131: 2.4e-05  172: 1.7e-05  212: 3.7e-06  246: 3.6e-05
2409	QUN07945.1	 360	  50.3	 7.2E-16	 2.5E-12 	100.00%	 6	hypothetical protein KEF49_10150 [Bacillus amyloliquefaciens]	   89: 9.3e-03  129: 5.7e-07  170: 3.6e-03  210: 1.4e-05  251: 2.2e-03  325: 2.9e-04
2410	QKL21276.1	 378	  50.2	 7.6E-16	 2.7E-12 	100.00%	 5	tetratricopeptide repeat protein [Bacillus altitudinis]	   99: 1.4e-03  139: 4.5e-04  180: 2.2e-04  220: 7.3e-09  262: 5.2e-05
2411	AHL71108.1	 378	  50.2	 7.6E-16	 2.7E-12 	100.00%	 5	aspartate phosphatase [Bacillus pumilus]	   99: 1.4e-03  139: 4.5e-04  180: 2.2e-04  220: 7.3e-09  262: 5.2e-05
2412	AKC65690.1	 378	  50.2	 7.6E-16	 2.7E-12 	100.00%	 5	aspartate phosphatase [Bacillus altitudinis]	   99: 1.4e-03  139: 4.5e-04  180: 2.2e-04  220: 7.3e-09  262: 5.2e-05
2413	AKU31995.1	 378	  50.2	 7.6E-16	 2.7E-12 	100.00%	 5	aspartate phosphatase [Bacillus altitudinis]	   99: 1.4e-03  139: 4.5e-04  180: 2.2e-04  220: 7.3e-09  262: 5.2e-05
2414	ALM29669.1	 378	  50.2	 7.6E-16	 2.7E-12 	100.00%	 5	aspartate phosphatase [Bacillus altitudinis]	   99: 1.4e-03  139: 4.5e-04  180: 2.2e-04  220: 7.3e-09  262: 5.2e-05
2415	ALM46205.1	 378	  50.2	 7.6E-16	 2.7E-12 	100.00%	 5	aspartate phosphatase [Bacillus altitudinis]	   99: 1.4e-03  139: 4.5e-04  180: 2.2e-04  220: 7.3e-09  262: 5.2e-05
2416	BAT48355.1	 378	  50.2	 7.6E-16	 2.7E-12 	100.00%	 5	aspartate phosphatase response regulator [Bacillus pumilus]	   99: 1.4e-03  139: 4.5e-04  180: 2.2e-04  220: 7.3e-09  262: 5.2e-05
2417	ANY97686.1	 378	  50.2	 7.6E-16	 2.7E-12 	100.00%	 5	aspartate phosphatase [Bacillus altitudinis]	   99: 1.4e-03  139: 4.5e-04  180: 2.2e-04  220: 7.3e-09  262: 5.2e-05
2418	APP17446.1	 378	  50.2	 7.6E-16	 2.7E-12 	100.00%	 5	aspartate phosphatase [Bacillus altitudinis]	   99: 1.4e-03  139: 4.5e-04  180: 2.2e-04  220: 7.3e-09  262: 5.2e-05
2419	ATP93620.1	 378	  50.2	 7.6E-16	 2.7E-12 	100.00%	 5	tetratricopeptide repeat-containing protein [Bacillus altitudinis]	   99: 1.4e-03  139: 4.5e-04  180: 2.2e-04  220: 7.3e-09  262: 5.2e-05
2420	QAR53842.1	 378	  50.2	 7.6E-16	 2.7E-12 	100.00%	 5	tetratricopeptide repeat-containing protein [Bacillus aerophilus]	   99: 1.4e-03  139: 4.5e-04  180: 2.2e-04  220: 7.3e-09  262: 5.2e-05
2421	QKL25006.1	 378	  50.2	 7.6E-16	 2.7E-12 	100.00%	 5	tetratricopeptide repeat protein [Bacillus altitudinis]	   99: 1.4e-03  139: 4.5e-04  180: 2.2e-04  220: 7.3e-09  262: 5.2e-05
2422	QTV13780.1	 378	  50.2	 7.6E-16	 2.7E-12 	100.00%	 5	tetratricopeptide repeat protein [Bacillus altitudinis]	   99: 1.4e-03  139: 4.5e-04  180: 2.2e-04  220: 7.3e-09  262: 5.2e-05
2423	QQN86645.1	 371	  50.2	 7.8E-16	 2.7E-12 	100.00%	 5	tetratricopeptide repeat protein (plasmid) [Bacillus toyonensis]	   98: 5.8e-03  138: 7.9e-06  179: 8.8e-08  219: 1.1e-04  253: 1.5e-04
2424	AGN35631.1	 365	  50.1	 8.3E-16	 2.9E-12 	100.00%	 6	response regulator aspartate phosphatase RapG [Bacillus paralicheniformis ATCC 9945a]	   89: 9.3e-04  129: 3.8e-04  170: 2.6e-06  210: 5.1e-04  249: 3.8e-04  326: 8.6e-04
2425	AJO17454.1	 365	  50.1	 8.3E-16	 2.9E-12 	100.00%	 6	response regulator aspartate phosphatase [Bacillus paralicheniformis]	   89: 9.3e-04  129: 3.8e-04  170: 2.6e-06  210: 5.1e-04  249: 3.8e-04  326: 8.6e-04
2426	ARA85038.1	 365	  50.1	 8.3E-16	 2.9E-12 	100.00%	 6	aspartate phosphatase [Bacillus paralicheniformis]	   89: 9.3e-04  129: 3.8e-04  170: 2.6e-06  210: 5.1e-04  249: 3.8e-04  326: 8.6e-04
2427	QSF97977.1	 365	  50.1	 8.3E-16	 2.9E-12 	100.00%	 6	tetratricopeptide repeat protein [Bacillus paralicheniformis]	   89: 9.3e-04  129: 3.8e-04  170: 2.6e-06  210: 5.1e-04  249: 3.8e-04  326: 8.6e-04
2428	AYQ15703.1	 365	  50.1	 8.3E-16	 2.9E-12 	100.00%	 6	tetratricopeptide repeat protein [Bacillus paralicheniformis]	   89: 9.3e-04  129: 3.8e-04  170: 2.6e-06  210: 5.1e-04  249: 3.8e-04  326: 8.6e-04
2429	QEO06374.1	 365	  50.1	 8.3E-16	 2.9E-12 	100.00%	 6	tetratricopeptide repeat protein [Bacillus paralicheniformis]	   89: 9.3e-04  129: 3.8e-04  170: 2.6e-06  210: 5.1e-04  249: 3.8e-04  326: 8.6e-04
2430	QFY39538.1	 365	  50.1	 8.3E-16	 2.9E-12 	100.00%	 6	tetratricopeptide repeat protein [Bacillus paralicheniformis]	   89: 9.3e-04  129: 3.8e-04  170: 2.6e-06  210: 5.1e-04  249: 3.8e-04  326: 8.6e-04
2431	QSV41032.1	 365	  50.1	 8.3E-16	 2.9E-12 	100.00%	 6	tetratricopeptide repeat protein [Bacillus licheniformis]	   89: 9.3e-04  129: 3.8e-04  170: 2.6e-06  210: 5.1e-04  249: 3.8e-04  326: 8.6e-04
2432	BCE13772.1	 365	  50.1	 8.3E-16	 2.9E-12 	100.00%	 6	hypothetical protein RSC3_01128 [Bacillus paralicheniformis]	   89: 9.3e-04  129: 3.8e-04  170: 2.6e-06  210: 5.1e-04  249: 3.8e-04  326: 8.6e-04
2433	VEB18277.1	 365	  50.1	 8.3E-16	 2.9E-12 	100.00%	 6	response regulator aspartate phosphatase [Bacillus paralicheniformis]	   89: 9.3e-04  129: 3.8e-04  170: 2.6e-06  210: 5.1e-04  249: 3.8e-04  326: 8.6e-04
2434	QDP91672.1	 378	  50.1	 8.5E-16	 3.0E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus amyloliquefaciens]	  148: 4.6e-04  182: 6.5e-04  222: 8.9e-12  261: 4.6e-04
2435	AFU17767.1	 376	  50.0	 8.6E-16	 3.0E-12 	100.00%	 5	TPR domain protein (plasmid) [Bacillus thuringiensis MC28]	  103: 5.8e-03  143: 7.9e-06  184: 8.8e-08  224: 1.1e-04  258: 1.5e-04
2436	ASB89883.1	 373	  50.0	 8.7E-16	 3.1E-12 	100.00%	 5	Response regulator aspartate phosphatase [Bacillus sonorensis]	   96: 1.4e-04  137: 1.1e-03  178: 1.2e-02  218: 4.4e-09  257: 9.4e-06
2437	VEB20618.1	 373	  50.0	 8.7E-16	 3.1E-12 	100.00%	 5	response regulator aspartate phosphatase [Bacillus paralicheniformis]	   96: 1.4e-04  137: 4.5e-04  178: 1.7e-02  218: 4.6e-07  257: 1.6e-07
2438	QSI45716.1	 378	  50.0	 8.8E-16	 3.1E-12 	100.00%	 5	tetratricopeptide repeat protein [Bacillus altitudinis]	   99: 1.4e-03  139: 4.5e-04  180: 2.2e-04  220: 7.3e-09  262: 6.1e-05
2439	QKH06643.1	 357	  50.0	 8.9E-16	 3.1E-12 	100.00%	 4	hypothetical protein FOC93_11100 [Bacillus cereus]	  131: 1.6e-04  172: 4.5e-07  212: 2.8e-07  317: 2.7e-03
2440	QKH15269.1	 357	  50.0	 8.9E-16	 3.1E-12 	100.00%	 4	hypothetical protein FOC92_26395 [Bacillus cereus]	  131: 1.6e-04  172: 4.5e-07  212: 2.8e-07  317: 2.7e-03
2441	QDD87100.1	 357	  49.9	 9.4E-16	 3.3E-12 	100.00%	 5	hypothetical protein FORC087_312 (plasmid) [Bacillus cereus]	   91: 6.4e-03  131: 1.0e-03  172: 6.7e-08  212: 1.7e-06  317: 4.7e-03
2442	QAW44580.1	 391	  49.9	 9.6E-16	 3.4E-12 	100.00%	 6	tetratricopeptide repeat protein [Bacillus subtilis]	   62: 5.2e-03  103: 2.2e-03  143: 2.2e-04  184: 1.7e-03  224: 2.0e-08  263: 3.7e-05
2443	QFQ25001.1	 364	  49.9	 9.8E-16	 3.4E-12 	100.00%	 5	hypothetical protein DDE73_09440 [Bacillus thuringiensis]	   91: 3.6e-05  131: 1.5e-05  172: 2.0e-04  212: 3.9e-05  246: 2.0e-05
2444	AUJ24619.1	 422	  49.8	 1.0E-15	 3.6E-12 	100.00%	 6	Transcriptional activator NprA [Virgibacillus dokdonensis]	  145: 2.0e-04  186: 5.2e-03  226: 1.1e-05  266: 8.1e-07  304: 7.7e-03  386: 9.4e-04
2445	BCE05929.1	 374	  49.8	 1.0E-15	 3.7E-12 	100.00%	 6	hypothetical protein RSC1_02086 [Bacillus paralicheniformis]	   98: 9.3e-04  138: 3.8e-04  179: 2.6e-06  219: 5.1e-04  258: 3.8e-04  335: 8.8e-04
2446	BCE12151.1	 374	  49.8	 1.0E-15	 3.7E-12 	100.00%	 6	hypothetical protein RSC2_03947 [Bacillus paralicheniformis]	   98: 9.3e-04  138: 3.8e-04  179: 2.6e-06  219: 5.1e-04  258: 3.8e-04  335: 8.8e-04
2447	AIW29467.1	 376	  49.6	 1.1E-15	 4.0E-12 	100.00%	 4	aspartate phosphatase [Bacillus subtilis]	  146: 3.4e-04  180: 6.5e-04  220: 8.1e-12  259: 9.3e-04
2448	AFU11649.1	 364	  49.5	 1.2E-15	 4.4E-12 	100.00%	 5	response regulator aspartate phosphatase [Bacillus thuringiensis MC28]	   91: 1.3e-03  131: 7.8e-05  172: 9.9e-06  212: 1.3e-07  246: 8.2e-04
2449	QPW50004.1	 364	  49.5	 1.2E-15	 4.4E-12 	100.00%	 5	hypothetical protein G9298_20355 [Bacillus thuringiensis]	   91: 1.3e-03  131: 7.8e-05  172: 9.9e-06  212: 1.3e-07  246: 8.2e-04
2450	QQN84583.1	 364	  49.5	 1.2E-15	 4.4E-12 	100.00%	 5	RapH N-terminal domain-containing protein [Bacillus toyonensis]	   91: 1.3e-03  131: 7.8e-05  172: 9.9e-06  212: 1.3e-07  246: 8.2e-04
2451	ASB89182.1	 376	  49.5	 1.3E-15	 4.5E-12 	100.00%	 5	Response regulator aspartate phosphatase [Bacillus sonorensis]	   99: 2.3e-04  140: 1.7e-02  181: 5.1e-03  221: 7.7e-09  260: 7.7e-07
2452	AIX06952.1	 387	  49.4	 1.4E-15	 4.8E-12 	100.00%	 4	Response regulator aspartate phosphatase I [Bacillus subtilis]	  151: 5.2e-04  191: 9.9e-03  231: 1.4e-08  270: 2.8e-08
2453	AKD29421.1	 376	  49.3	 1.4E-15	 5.0E-12 	100.00%	 4	response regulator aspartate phosphatase [Bacillus velezensis NJN-6]	  146: 8.8e-04  180: 6.5e-04  220: 8.1e-12  259: 4.6e-04
2454	QHJ94011.1	 387	  49.4	 1.4E-15	 4.8E-12 	100.00%	 4	Response regulator aspartate phosphatase I [Bacillus subtilis]	  151: 5.2e-04  191: 9.9e-03  231: 1.4e-08  270: 2.8e-08
2455	CAB12308.1	 391	  49.3	 1.5E-15	 5.2E-12 	100.00%	 6	ICEBs1 mobile element: response regulator aspartate phosphatase [Bacillus subtilis subsp. subtilis str. 168]	   62: 3.1e-03  103: 3.0e-03  143: 2.2e-04  184: 7.8e-04  224: 2.0e-08  263: 1.5e-04
2456	ACM12311.1	 364	  49.3	 1.5E-15	 5.2E-12 	100.00%	 5	possible response regulator aspartate phosphatase [Bacillus cereus Q1]	   87: 2.2e-03  127: 9.6e-06  171: 3.1e-06  211: 8.0e-05  250: 2.6e-05
2457	ACJ78871.1	 364	  49.3	 1.5E-15	 5.2E-12 	100.00%	 5	TPR repeat-containing protein [Bacillus cereus AH187]	   87: 2.2e-03  127: 9.6e-06  171: 3.1e-06  211: 8.0e-05  250: 2.6e-05
2458	AGG59850.1	 391	  49.3	 1.5E-15	 5.2E-12 	100.00%	 6	response regulator aspartate phosphatase, mobileelement region [Bacillus subtilis subsp. subtilis 6051-HGW]	   62: 3.1e-03  103: 3.0e-03  143: 2.2e-04  184: 7.8e-04  224: 2.0e-08  263: 1.5e-04
